-4.72122e-18 -9.44245e-17 -5.57695e-17
0.0119598 0.000118834 -0.00506227
-0.0120037 0.000588255 0.00301764
0.0306703 0.00238215 -0.020096
0.0359363 0.00403824 -0.0279898
0.0406868 0.00603814 -0.036518
0.0215378 0.000940214 -0.0113293
0.0444563 0.00835955 -0.04639
0.0479164 0.010848 -0.0562672
0.0517816 0.0138435 -0.0680412
0.0560414 0.0172111 -0.0801918
0.061466 0.0207994 -0.0959749
0.0590543 0.0394958 -0.0827505
0.0672581 0.024055 -0.109266
0.0658506 0.0449115 -0.099537
0.0728197 0.0264665 -0.12019
0.0731445 0.0443895 -0.116297
0.0772234 0.0289232 -0.130562
0.080303 0.031976 -0.138842
0.0862449 0.0350003 -0.152653
0.0908632 0.0385012 -0.166168
0.0952949 0.0393035 -0.180234
0.0993755 0.0429342 -0.188991
0.0985739 0.0456423 -0.192006
0.0983863 0.0445613 -0.198025
0.100791 0.0598792 -0.193538
0.0986348 0.0475525 -0.206613
0.0966463 0.0502567 -0.213332
0.0937463 0.0523822 -0.217983
0.0990858 0.0537451 -0.225777
0.103553 0.0561052 -0.234343
0.10836 0.058969 -0.246105
0.113894 0.0626847 -0.260855
0.118467 0.0662726 -0.274071
0.12206 0.0695215 -0.286854
0.123545 0.0810199 -0.284212
0.125689 0.0729698 -0.300289
0.13462 0.0816613 -0.333742
0.139083 0.0846897 -0.347128
0.131175 0.0782145 -0.320349
0.148201 0.0891604 -0.369769
0.151363 0.0933177 -0.374597
0.144894 0.0879707 -0.362123
0.156735 0.0943552 -0.383346
0.165319 0.0965483 -0.394907
0.171646 0.0997959 -0.409385
0.175732 0.10393 -0.42463
0.175792 0.108089 -0.439631
0.174055 0.112681 -0.457268
0.170765 0.117706 -0.47268
0.16622 0.122291 -0.486777
0.159823 0.128336 -0.500133
0.157879 0.131108 -0.512974
0.167897 0.150019 -0.485115
0.156087 0.134848 -0.525974
0.153767 0.138704 -0.536726
0.152242 0.14144 -0.546302
0.149918 0.143946 -0.554987
0.248899 0.157451 -0.634643
0.245823 0.156251 -0.630138
0.25129 0.159084 -0.641624
0.25669 0.159645 -0.647213
0.261676 0.161199 -0.653118
0.157714 0.157874 -0.605125
0.156594 0.167234 -0.600966
0.165812 0.159691 -0.614184
0.174474 0.160597 -0.620379
0.147655 0.146692 -0.565105
0.145894 0.153235 -0.585854
0.14582 0.149984 -0.575116
0.150056 0.155639 -0.595274
0.232913 0.154861 -0.62106
0.222775 0.15615 -0.621612
0.23961 0.155528 -0.62509
0.204433 0.159956 -0.628022
0.183496 0.161225 -0.625762
0.189525 0.161529 -0.628346
0.268486 0.163063 -0.661729
0.272786 0.163256 -0.667061
